oar_term,n_phrase_match,matched_phrases
unclear_color_value_meaning,55,axis meaning | black color | black-to-white/color gradient | blue color | clear color uses
multitude_of_differing_information,12,clear text/scale/information | diverse information | factual information | field information | graphical information
densely_packed_information,12,clear text/scale/information | diverse information | factual information | field information | graphical information
lacks_describing_information,12,clear text/scale/information | diverse information | factual information | field information | graphical information
large_image_size,12,image layout | image location | image portrayal | image size | large dataset
additional_information_added,12,clear text/scale/information | diverse information | factual information | field information | graphical information
precise_axis_naming,12,axis meaning | axis numbers | axis scales | clear title/axis/label | labeled axis
axis_aids_orientation,12,axis meaning | axis numbers | axis scales | clear title/axis/label | labeled axis
took_longer_to_understand,12,attention/squinting to understand | easier to interpret/read/understand | easy to interpret/read/understand | easy to understand | hard to interpret/read/understand
rich_information_presented,12,clear text/scale/information | diverse information | factual information | field information | graphical information
straightforward_x_axis,12,axis meaning | axis numbers | axis scales | clear title/axis/label | labeled axis
takes_more_time_to_understand,12,attention/squinting to understand | change over time | easier to interpret/read/understand | easy to interpret/read/understand | easy to understand
manageable_information_volume,12,clear text/scale/information | diverse information | factual information | field information | graphical information
few_readable_words,12,amount of words/context/numbers | few lines | few points/lines/shapes/elements | highlighted words | inadequate/few coloring
takes_longer_to_understand,12,attention/squinting to understand | easier to interpret/read/understand | easy to interpret/read/understand | easy to understand | hard to interpret/read/understand
provides_contextual_information,12,clear text/scale/information | diverse information | factual information | field information | graphical information
no_written_information,12,clear text/scale/information | diverse information | factual information | field information | graphical information
longer_to_understand,12,attention/squinting to understand | easier to interpret/read/understand | easy to interpret/read/understand | easy to understand | hard to interpret/read/understand
high_information_volume,12,clear text/scale/information | diverse information | factual information | field information | graphical information
standard_axis_present,12,axis meaning | axis numbers | axis scales | clear title/axis/label | labeled axis
more_time_to_understand,12,attention/squinting to understand | change over time | easier to interpret/read/understand | easy to interpret/read/understand | easy to understand
multiple_info_types,12,clustered data/info | dense/cluttered data/info | little data/info | many/more data/info | much/more data/info/info spread
size_varies_small_to_large,11,image size | large dataset | mixed size | shape size | shape size variation
simple_overall_design,11,complex design | design-data relationship | less simple | more uniform design | not intuitive/simple data
no_semantic_meaning,11,axis meaning | different word meaning | easy to derive meaning | label meaning | lack of meaning
unfamiliar_numbers_displayed,11,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little/less text/numbers/context
little_to_no_numbers,11,ambiguous numbers | amount of words/context/numbers | axis numbers | involves numbers | little data/info
size_mismatches_values,11,frame with values | image size | mixed size | separate values by color to show differences | shape size
easy_to_compare,11,description easy to read | easier to compare/discern/distinguish | easy to derive meaning | easy to focus/follow | easy to identify/extract/find features
simple_straight_line,11,less simple | line movement | line quantity representation | line thickness variation | not intuitive/simple data
