imageName,VisType,rawUserComments,originalPhrases,originalSentiments,n_obj,n_attr,n_rel,objects,attributes,relationships
InfoVisJ.1149.8(2).png,Grid,"This image have more items in it. The image is too tiny, I can't describe what I can't see.; Immense amount of detail. Vast use of colorization. Virtually impossible to decipher to layman. Tiny layout of individual images.",image is too tiny; more items; I can't describe what I can't see; Immense amount of detail; tiny layout of images; Vast use of colorization; Virtually impossible to decipher to layman,(+); (+); (+); (+); (+); (+); (+),5,7,4,visualization --> whole.visualization [overall] | data_items --> content.data [data_area] | color_encoding --> property.color [data_area] | text_labels --> text.label [overall] | layout --> structure.layout [overall],too_tiny_to_read @ visualization (whole.visualization) [+] | virtually_impossible_to_decipher @ visualization (whole.visualization) [+] | large_number_of_items @ data_items (content.data) [+] | immense_detail_present @ data_items (content.data) [+] | vast_colorization_use @ color_encoding (property.color) [+] | illegible_at_small_size @ text_labels (text.label) [+] | tiny_image_layout @ layout (structure.layout) [+],layout(structure.layout) --hinders_visibility_of--> data_items(content.data) [+] | color_encoding(property.color) --increases_clutter_in--> visualization(whole.visualization) [+] | data_items(content.data) --overwhelms_readability_of--> text_labels(text.label) [+] | visualization(whole.visualization) --requires_expertise(raw:requires_domain_knowledge_to_interpret)--> data_items(content.data) [+]
InfoVisJ.2102.16.png,Grid,There is too much data.It is not clear what the filled bars mean.; -Uneven shape -Higher contrast -Less organic shapes -Text and imagery,too much data; unclear filled bars; Less organic shapes; Uneven shape; Text and imagery; Higher contrast,(+); (+); (+); (+); (+); (+),6,6,3,filled_bars --> mark.bar [data_area] | data_elements --> content.data [data_area] | shapes --> mark.shape [data_area] | text_labels --> text.label [axes] | imagery --> whole.visualization [data_area] | color_contrast --> property.color [overall],excessive_data_volume @ data_elements (content.data) [+] | visually_unclear_encoding @ filled_bars (mark.bar) [+] | non_organic_geometric_forms @ shapes (mark.shape) [+] | uneven_irregular_shape @ shapes (mark.shape) [+] | mixed_text_and_imagery @ text_labels (text.label) [+] | high_contrast_coloring @ color_contrast (property.color) [+],filled_bars(mark.bar) --contributes_to_clutter_in--> data_elements(content.data) [+] | text_labels(text.label) --combined_with--> imagery(whole.visualization) [+] | color_contrast(property.color) --amplifies_visual_complexity_of--> shapes(mark.shape) [+]
SciVisJ.807.5(2).png,Grid,"A few squares in the left, which look easier to understand. In the left there are axis, and axis look easier to understand. Few colours in the left.",A few squares; axis; Few colors; look easier to understand,(-); (-); (-); (-),3,4,2,squares --> mark.shape [data_area] | axes --> furniture.axes [axes] | color_scheme --> property.color [overall],few_square_elements @ squares (mark.shape) [-] | axis_present @ axes (furniture.axes) [-] | few_colors_used @ color_scheme (property.color) [-] | easy_to_understand @ squares (mark.shape) [-],squares(mark.shape) --supported_by--> axes(furniture.axes) [-] | color_scheme(property.color) --simplifies(raw:reduces_complexity_of)--> squares(mark.shape) [-]
VASTC.3.3.png,Grid,The muted colors and similar size of the boxes makes it harder to distinguish what is going on.,similar size of the boxes; muted colors; harder to distinguish,(+); (+); (+),2,3,2,boxes --> mark.shape [data_area] | color_scheme --> property.color [overall],similar_box_sizes @ boxes (mark.shape) [+] | muted_colors_used @ color_scheme (property.color) [+] | harder_to_distinguish @ boxes (mark.shape) [+],color_scheme(property.color) --makes_harder_to_distinguish--> boxes(mark.shape) [+] | boxes(mark.shape) --uniform_size_reduces_differentiation--> color_scheme(property.color) [+]
VASTC.123.3.png,Grid,This one had less colors but a lot more images to look at and seemingly a lot of information to take in. It didn't look like charts I would be used to seeing,a lot more images to look at; less colors; unfamiliar charts; a lot of information to take in,(+); (+); (+); (+),4,4,3,chart_collection --> whole.visualization [overall] | color_scheme --> property.color [data_area] | chart_type --> whole.visualization [data_area] | information_content --> content.data [overall],high_image_count @ chart_collection (whole.visualization) [+] | limited_color_range @ color_scheme (property.color) [+] | unfamiliar_chart_forms @ chart_type (whole.visualization) [+] | high_information_volume @ information_content (content.data) [+],chart_collection(whole.visualization) --increases_cognitive_load_via--> information_content(content.data) [+] | chart_type(whole.visualization) --requires_expertise(raw:requires_domain_knowledge_for)--> information_content(content.data) [+] | color_scheme(property.color) --contributes_to_ambiguity_in--> chart_collection(whole.visualization) [+]
VASTC.59.11(1).png,Grid,More data More elements Higher contrast It was more confusing; Needs more efffort to make sense of the data,More data; More elements; Higher contrast; It was more confusing; needs more efffort,(+); (+); (+); (+); (+),4,6,3,chart --> whole.visualization [overall] | data_elements --> content.data [data_area] | visual_marks --> mark.element [data_area] | color_scheme --> property.color [overall],high_data_volume @ data_elements (content.data) [+] | numerous_data_points @ data_elements (content.data) [+] | many_visual_elements @ visual_marks (mark.element) [+] | high_color_contrast @ color_scheme (property.color) [+] | confusing_layout @ chart (whole.visualization) [+] | requires_extra_effort @ chart (whole.visualization) [+],data_elements(content.data) --increases_clutter_in--> chart(whole.visualization) [+] | visual_marks(mark.element) --contributes_to_confusion_in--> chart(whole.visualization) [+] | color_scheme(property.color) --raises_cognitive_load_of--> chart(whole.visualization) [+]
VASTJ.1160.6.png,Grid,"Mostly because of the contrast of colours and more densely packed shapes, plus all the text.",densely packed shapes; all the text; contrast of colors,(+); (+); (+),3,3,2,shapes --> mark.shape [data_area] | text --> text.label [overall] | colors --> property.color [data_area],densely_packed_arrangement @ shapes (mark.shape) [+] | high_text_volume @ text (text.label) [+] | high_color_contrast @ colors (property.color) [+],shapes(mark.shape) --creates_visual_clutter_with--> colors(property.color) [+] | text(text.label) --increases_cognitive_load_alongside--> shapes(mark.shape) [+]
visMost83.png,Grid,"more information to process, more variables, more contrast",more contrast; more information to process,(+); (+),2,2,1,chart --> whole.visualization [overall] | data_elements --> content.data [data_area],high_visual_contrast @ data_elements (content.data) [+] | dense_information_content @ data_elements (content.data) [+],data_elements(content.data) --increases_effort(raw:increases_cognitive_load_of)--> chart(whole.visualization) [+]
InfoVisJ.946.6.png,Grid,- there are more information shown - you need more time to understand what this chart shows,more information; need more time to understand,(+); (+),2,2,1,visualization --> whole.visualization [overall] | data_content --> content.data [data_area],high_information_volume @ data_content (content.data) [+] | requires_extended_processing_time @ visualization (whole.visualization) [+],data_content(content.data) --increases_effort(raw:increases_cognitive_load_of)--> visualization(whole.visualization) [+]
InfoVisJ.2072.12.png,Grid,more colours and would take a few more moments to process.,more colors; few more moments to process,(+); (+),3,2,2,chart --> whole.visualization [overall] | color_encoding --> property.color [data_area] | visual_elements --> mark.element [data_area],multiple_colors_present @ color_encoding (property.color) [+] | requires_extra_processing_time @ visual_elements (mark.element) [+],color_encoding(property.color) --increases_effort(raw:increases_cognitive_load_of)--> chart(whole.visualization) [+] | visual_elements(mark.element) --demands_extra_interpretation_from--> chart(whole.visualization) [+]
VASTC.115.3.png,Grid,more difficulty reading.,more difficulty reading,(+),1,1,0,visualization --> whole.visualization [overall],difficult_to_read @ visualization (whole.visualization) [+],
VisC.147.8(2).png,Grid,I have no idea what the symbol and shading on the left is about.,symbol and shading,(+),2,2,1,symbols --> mark.symbol [data_area] | shading --> property.color [data_area],varied_symbol_types @ symbols (mark.symbol) [+] | shading_present @ shading (property.color) [+],symbols(mark.symbol) --combined_with--> shading(property.color) [+]
VASTJ.31.12(3).png,Grid,Volume of information Time to evaluate context Spread of information on the image Data interpretation,Spread of information; Volume of information,(-); (+) (-),2,3,1,visualization --> whole.visualization [overall] | data_content --> content.data [data_area],high_information_volume @ data_content (content.data) [+] | manageable_information_volume @ data_content (content.data) [-] | well_spread_information @ visualization (whole.visualization) [-],data_content(content.data) --distributed_across--> visualization(whole.visualization) [-]
VASTJ.870.4.png,Grid,Ease of understanding,Ease of understanding,(+),1,1,0,visualization --> whole.visualization [overall],difficult_to_understand @ visualization (whole.visualization) [+],
VASTC.41.5.png,Grid,"A lot of different colors and shapes, it took me a long time to understand what I was looking at and how to look at it.",A lot of shapes; different colors; took a long time to understand,(+); (-); (+),3,3,2,shapes --> mark.shape [data_area] | colors --> property.color [data_area] | chart --> whole.visualization [overall],high_quantity_of_shapes @ shapes (mark.shape) [+] | multiple_distinct_colors @ colors (property.color) [-] | requires_long_interpretation_time @ chart (whole.visualization) [+],shapes(mark.shape) --encoded_with--> colors(property.color) [-] | shapes(mark.shape) --contributes_to_difficulty_of--> chart(whole.visualization) [+]
VASTJ.1764.2.png,Grid,I don't understand the graph and the half-shading compared to the second diagram.,half-shading; don't understand,(+); (+),2,3,1,chart --> whole.visualization [overall] | half_shading --> property.opacity [data_area],unusual_shading_technique @ half_shading (property.opacity) [+] | difficult_to_interpret @ half_shading (property.opacity) [+] | unclear_meaning @ chart (whole.visualization) [+],half_shading(property.opacity) --causes_confusion_in--> chart(whole.visualization) [+]
