imageName,imageURL,VisType,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,UniqueSubTopics,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,oar_B_synset_objects
InfoVisJ.609.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.609.8.png,Bar,0.69,,clearer what I can learn..,Immediacy / Cognitive Load,,clearer what I can learn,easy to understand,(-),Interpretive Difficulty,clear; learn,,clear (readability),,learn (unclustered),visualization (whole)
InfoVisJ.681.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.681.1.png,Cont.-ColorPatn,0.69,,"the colors, upwards trend, the color scale at the top of the page and small box indicators; Colors, abstraction, many elements","Data Density / Image Clutter; Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",,many elements; Colors; abstraction; color scale; small box indicators; upwards trend,more charts/points/lines/shapes/elements; data trend; shape indicators; abstract shapes or colors; color scale/scheme; indicating symbols; unclear colormaps,(+); (+); (+); (+) (-); (+); (+),Element Quantity; Dimensionality & Structure; Graphical Forms & Primitives; Abstraction Level; Color Palette & Contrast; Symbols & Texture,element; color; abstraction; scale; small; box; indicator; upwards; trend,element (domain_object); color (perceptual_element); scale (chart_component); scale (quantity_reference); box (chart_component); box (quantity_reference),small (size_density),,"abstraction (unclustered); indicator (rare, 1 image); upwards (rare, 1 image); trend (rare, 1 image)",visualization (whole); data (content); color (property); panel (structure); line (mark)
VisJ.1499.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1499.8.png,Glyph,0.69,,more information to actually think about; number of points/shapes,Data Density / Image Clutter; Schema,,more information to think about; number of points/shapes,much/more data/info/info spread; number of levels,(+); (-),Information Volume; Dimensionality & Structure,information; think; number; point; shape,more information (quantity_reference); information (cognitive_element); number (quantity_reference); point (mark); shape (mark); shape (perceptual_element),more information (information_quality),think (cognitive); shape (evaluative),,visualization (whole); point (mark); data (content)
wsj91.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj91.png,Node-link,0.69,,"the other is a full map. I think the map is way more complex then the squares. I chose the one which made less sense. While understanding the map, its hard to choose the map over the grid of squares",Schema; Immediacy / Cognitive Load,,full map; made less sense,"domain-specific concepts (e.g., chemical, biology, map); hard to interpret/read/understand",(+); (+),Domain Familiarity; Interpretive Difficulty,map; sense,map (chart_type); sense (cognitive_element),sense (cognitive),,,visualization (whole); region (structure)
VASTJ.1.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1.5.png,Node-link,0.69,,It just looks like a jumble of dots and colors spread randomly between 4 different center points.,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",,jumble of dots and colors; 4 different center points; dots; colors,messy/mixed up/noisy/intermingled elements; shape point of interest; shapes and lines; unclear colormaps,(+); (+); (+) (-); (+) (-),Visual Clutter & Overlap; Encoding Interpretability; Graphical Forms & Primitives; Color Palette & Contrast,jumble; dot; color; different; center; point,dot (mark); color (perceptual_element); point (mark),different (structure),,"jumble (unclustered); center (rare, 1 image)",point (mark); color (property)
VASTC.159.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.159.2.png,Text,0.69,,The image on the right is a lot more simple because there are only four highlighted words from a textbook that are also amplified so that they can be seen more clearly. Almost anything would be more complex than this image.,Semantics / Text Legibility,,four highlighted words,amount of words/context/numbers; highlighted words; more texts/words,(-),Text Volume & Content; Annotations & Labels,highlight; word,word (annotation),,,"highlight (rare, 2 images)",label (text)
v484_n7395_11_f2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v484_n7395_11_f2.png,Area,0.7,,There is a multitude of differing information and colour keys related to the image. It is hard to ascertain the data without deep attention,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,multitude of differing information; color keys; hard to ascertain,diverse information; color keys; hard to compare/discern/distinguish,(+); (+); (+),Information Volume; Color Palette & Contrast; Interpretive Difficulty,multitude; differ; information; color; key; hard; ascertain,multitude (quantity_reference); information (cognitive_element); color (perceptual_element); key (chart_component); key (quantity_reference),multitude (quantity_descriptor); key (information_quality); hard (readability),ascertain (perceptual),differ (unclustered),visualization (whole); color (property); data (content)
vis3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis3.png,Area,0.7,,Multiple colour schemes and shade variation. Differing font size. It's more challenging and takes longer to 'understand' what it is I'm looking at.,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,shape varation; Multiple color schemes; Differing font size; takes longer to understand,shape variety; different font/word sizes/structure; color variety/arrangement/distribution; take longer to interpret,(+); (+); (+); (+),Graphical Forms & Primitives; Typography & Readability; Color Palette & Contrast; Processing Time & Effort,shape; varation; multiple; color; scheme; differ; font; size; take; long; understand,shape (mark); shape (perceptual_element); color (perceptual_element); font (annotation); size (perceptual_element),multiple (structure); long (temporal),shape (evaluative); take (evaluative); understand (cognitive),"varation (rare, 1 image); scheme (in vocab, excluded); differ (unclustered)",visualization (whole); element (mark); color (property); label (text)
InfoVisC.115.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.115.3.png,Area,0.7,,"It had more colours, the graph did not have a linear pattern.And I didn't understand what the different axis ment.","Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,more colors; different axis; not a linear pattern.; I didn't understand,nonlinearity; title/axis/label/descriptions; color variety/arrangement/distribution; not interpretable/readable/understandable,(+) (-); (+); (+); (+),Domain Familiarity; Annotations & Labels; Color Palette & Contrast; Interpretive Difficulty,color; different; axis; linear; pattern; understand,color (perceptual_element); axis (chart_component); pattern (layout_component); pattern (quantity_reference),different (structure); linear (structure),understand (cognitive),,visualization (whole); color (property); axes (furniture); pattern (structure)
InfoVisJ.881.15.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.881.15.png,Area,0.7,,I choose that because I recognised there is more data in the right side. Also there can be more variable thats why it came to me more complex.,Data Density / Image Clutter,,more data; more variables,more parameters/variables; much/more data/info/info spread,(+); (+),Information Volume,datum; variable,datum (data_element); variable (data_element),,,,visualization (whole); point (mark); data (content)
SciVisJ.1246.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1246.8.png,Cont.-ColorPatn,0.7,,"The one on the left I don't even know what is being represented on it, but there are a lot of colors and shapes","Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,a lot of shapes; a lot of colors; I don't know what is being represented,more charts/points/lines/shapes/elements; shapes and lines; color variety/arrangement/distribution; unclear meaning/confusing,(+); (+); (+),Element Quantity; Graphical Forms & Primitives; Color Palette & Contrast; Semantic Clarity,lot; shape; color; know; represent,a lot (quantity_reference); lot (quantity_reference); shape (mark); shape (perceptual_element); color (perceptual_element),a lot (quantity_descriptor); lot (quantity_descriptor),shape (evaluative); know (cognitive); represent (semantic),,shape (mark); color (property); visualization (whole)
