image,sceneGraph,imageName,imageURL,VisType,mentioningColor,context,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,originalStems,objectWords,actionWords,originalStemPOS,oar_B_synset_objects,UniqueSubTopics,UniqueSubTopicsCount,UniqueTopicsCount,oar_B_synset_attributes,oar_B_synset_relationships
,,InfoVisJ.1032.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1032.5.png,Point,,,0.48,,The layout of the grid and point position. More colours present. y-axis variable hard to make sense of,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,layout of the grid; point position; More colors; y-axis variable hard to make sense of,grid layout; shape position; y-axis meaning unclear; color variety/arrangement/distribution,(+); (+); (+); (+),layout; grid; point; position; color; axis; variable; hard; sense,layout (layout_component); layout (quantity_reference); grid (chart_component); grid (layout_component); point (mark); position (layout_component); color (perceptual_element); axis (chart_component); variable (data_element); sense (cognitive_element),hard (readability); sense (cognitive),make sense (cognitive); position (spatial),,layout; grid; point; position; color; axis; variable; hard; sense,layout; grid; point; position; color; axis; variable; sense,,NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; ADV; NOUN,grid (structure); point (mark); color (property); axes (furniture),"Dimensionality & Structure; Position, Scale & Organization; Semantic Clarity; Color Palette & Contrast",,,complex_grid_layout (grid); varied_point_positions (point); multiple_colors_used (color); variable_hard_to_interpret (axes),color --encodes_variation_in--> point
,,MorphableWordClouds7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/MorphableWordClouds7.png,Text,,,0.48,,,Immediacy / Cognitive Load,,More complex color scheme.; Less linear.; Less symetrical.,more complicated; more intricate,(+); (+); (+),complex; color; scheme; linear; symetrical,color (perceptual_element),complex (complexity); linear (structure),,"scheme (in vocab, excluded); symetrical (rare, 1 image)",complex; scheme; linear,color; scheme,,ADJ; NOUN; ADJ,visualization (whole); color (property); layout (structure),Interpretive Difficulty,,,complex_color_scheme (color); non_linear_arrangement (layout); asymmetrical_layout (layout),layout --contributes_disorder_to--> visualization
,,economist_daily_chart_5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_5.png,Bar,,,0.49,,It has more data and need focus to understand,Data Density / Image Clutter; Immediacy / Cognitive Load,,more data; need focus to understand,much/more data/info/info spread; hard to interpret/read/understand,(+); (+),datum; need; focus; understand,datum (data_element),,need (evaluative); focus (structural); focus (perceptual); understand (cognitive),,datum; need; focus; understand,datum; focus,need; understand,NOUN; VERB; NOUN; VERB,visualization (whole); data (content),Information Volume; Interpretive Difficulty,,,high_data_volume (data); requires_focused_interpretation (visualization),data --increases_cognitive_demand_of--> visualization
,,wsj360.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj360.png,Bar,,,0.49,,More letters more charts,Semantics / Text Legibility,,More letters,more texts/words,(+),letter,letter (annotation),,,,letter,letter,,NOUN,label (text),Text Volume & Content,,,high_letter_count (label),
,,whoB09_1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoB09_1.png,Line,,,0.49,,"more numbers; seemingly more lines of data; it has more elements, different axes, colors dont carry any meaning","Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,more elements; different axes; colors dont carry any meaning; Lots of variables; Large numbers; Different colors,more charts/points/lines/shapes/elements; more parameters/variables; amount of words/context/numbers; title/axis/label/descriptions; color variety/arrangement/distribution; unclear meaning/confusing,(+); (+); (+); (+); (+); (+),element; different; axis; color; carry; meaning; lot; variable; large; number,element (domain_object); axis (chart_component); color (perceptual_element); meaning (cognitive_element); lot (quantity_reference); variable (data_element); number (quantity_reference),different (structure); meaning (cognitive); lot (quantity_descriptor); large (size_density),,"carry (rare, 1 image)",element; differ; axis; color; not; carry; mean; lot; variable; large; number,element; axis; color; meaning; lot; variable; number,carry,NOUN; ADJ; NOUN; NOUN; PART; VERB; NOUN; NOUN; NOUN; ADJ; NOUN,visualization (whole); axes (furniture); data (content); color (property); axis_label (text),Element Quantity; Information Volume; Text Volume & Content; Annotations & Labels; Color Palette & Contrast; Semantic Clarity,,,many_visual_elements (data); lots_of_variables (data); large_numeric_values (axis_label); colors_carry_no_meaning (color); multiple_different_colors (color); multiple_different_axes (axes),color --does_not_encode--> data; data --plotted_across--> axes; axis_label --displays_large_numbers_on--> axes
,,whoI19.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoI19.png,Line,,,0.49,,has a limited number of countries the data is collected from; it has fewer axes; visually it is easier to understand; anyone with a high school education may be able to understand it.,Data Density / Image Clutter; Schema; Immediacy / Cognitive Load,,limited number of data; fewer axes; countries; high school education; easier to understand,"little data/info; fewer axes; domain-specific concepts (e.g., chemical, biology, map); easier to interpret/read/understand",(-); (-); (+) (-); (-); (-),limited; number; datum; few; axis; country; high; school; education; easy; understand,number (quantity_reference); datum (data_element); axis (chart_component); country (domain_object),easy (readability),understand (cognitive),"limited (unclustered); few (unclustered); high (in vocab, excluded); school (rare, 1 image); education (rare, 2 images)",limited; number; datum; few; axis; country; high; school; education; easy; understand,number; datum; axis; country; school; education,understand,ADJ; NOUN; NOUN; ADJ; NOUN; NOUN; ADJ; NOUN; NOUN; ADJ; VERB,visualization (whole); axes (furniture); point (mark); label (text); annotation (text),Information Volume; Dimensionality & Structure; Domain Familiarity; Interpretive Difficulty,,,limited_data_volume (point); fewer_axes_present (axes); multiple_countries_labeled (label); high_school_education_context (annotation); easier_to_understand (visualization),axes --reduces_clutter_in--> visualization; point --supports_easy_interpretation_of--> visualization
,,InfoVisJ.2251.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2251.6.png,Schematic,,,0.49,,"the shapes are not the sames, but they are quite similar and it makes it harder to read and to differentiate them.",Visual Encoding Clarity; Immediacy / Cognitive Load,,they are quite similar and it makes it harder to read and to differentiate them.,similar shapes; more difficult to interpret/read/understand/differentiate,(+),similar; make; hard; read; differentiate,,similar (structure); hard (readability),read (cognitive); differentiate (structural),"make (in vocab, excluded)",similar; make; hard; read; differentiate,,make; read; differentiate,ADJ; VERB; ADJ; VERB; VERB,,Graphical Forms & Primitives; Interpretive Difficulty,,,,
,,InfoVisJ.2556.10.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2556.10.png,Text,,,0.49,,"1. Text not easily readable. 2. No regularity in design. (empty spaces for example). 3. Totally arbitrary color application. 4. No clear visual ""cut off points"", the frames are fading out. This looks ""messy"" and confusing.","Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,Text not easily readable.; No regularity in design. (empty spaces for example).; Totally arbitrary color application.; No regularity in design; No clear visual cut off points; looks messy and confusing,no clear indication; hard to read; unfamiliar concepts/patterns; ambiguous/confusing colors; irregular; unclear meaning/confusing,(+); (+); (+); (+); (+); (+),text; easily; readable; regularity; design; space; example; totally; arbitrary; color; application; clear; visual; cut; point; look; messy; confusing,text (annotation); design (quantity_reference); space (layout_component); color (perceptual_element); point (mark),easily (readability); readable (readability); arbitrary (familiarity); clear (readability); visual (aesthetics); confusing (readability),,"regularity (unclustered); example (unclustered); totally (rare, 1 image); application (rare, 1 image); cut (rare, 1 image); look (filtered, 16 images); messy (unclustered)",text; easily; readable; regularity; design; space; example; totally; arbitrary; color; application; clear; visual; cut; point; look; messy; confuse,regularity; design; space; example; color; application; point,text; cut; look,VERB; ADV; ADJ; NOUN; NOUN; NOUN; NOUN; ADV; ADJ; NOUN; NOUN; ADJ; ADJ; VERB; NOUN; VERB; ADJ; ADJ,label (text); layout (structure); color (property); data (content); background (structure),Semantic Clarity; Interpretive Difficulty; Domain Familiarity; Color Palette & Contrast; Visual Disorganization,,,not_easily_readable (label); no_regularity_in_design (layout); totally_arbitrary_color_application (color); no_clear_visual_cutoff_points (data); messy_and_confusing (layout); irregular_empty_spaces (background),color --increases_confusion_in--> layout; background --contributes_to_irregularity_of--> layout; data --lacks_clear_boundaries_within--> layout
,,InfoVisJ.1149.17.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1149.17.png,Text,,,0.49,,amount of text,Data Density / Image Clutter,,amount of text,much/more data/info/info spread,(+) (-),text,text (annotation),,,,text,text,,NOUN,label (text),Information Volume,,,high_volume_of_text (label); text_aids_interpretation (label),
,,economist_daily_chart_124.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_124.png,Area,,,0.5,,"More colours and text to interpret; The other purely incorporates the use of color; The left has more words for the regions, lots of regions, and a key with color coding.; a map and the legend in the bottom left gives away what the image is about.; i assumed the country shapes weren't that much more complex than dots.; The left image feels more cluttered and has a lot of words, different colours, and a legend explaining the purpose and all the different colours. The reason the map makes more sense is due to the legend; without it, the left image would have far more clutter and is less clear at a glance.; -variation in colours / shades -spatial organization -amount of words describing data; Lots of words and colors, many categories in the legend; a continent with countries im already familiar wiht; Image 2 is more detailed. Image 2 is easily understandable. Image 2 can easily be remembered.; a map of Africa — my gut reaction was that I recognized the map but had no idea what the colors represented.; color, pattern, nonlinearity, geo-map; range and contrast of colours; 1. It looks easier to understand 2. Few details 3. I am certain i can understand it more quickly","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,a map; legend; range and contrast of colors; lots of regions; more words; a key with color coding; nonlinearity; geo-map; more cluttered; a legend; a lot of words; different colors; less clear at a glance; a continent with countries; familiar with; more detailed; can easily be remembered; easily understandable; Few details; can understand more quickly; easier to understand; map of Africa; recognized the map; no idea what the colors represent; More colors; text; lotd of words; many categories in the legend; lots of colors; amount of words describing data; spatial organization; variation in colors / shades; country shapes; country; use of color,"dense/cluttered layout; little data/info; more regions/space; more forms; nonlinearity; shapes; spatial organization; amount of words/context/numbers; many legend categories; more texts/words; too much legend; word/text/sentence; domain-specific concepts (e.g., chemical, biology, map); familiar representation; unfamiliar concepts/patterns; color keys; color variety/arrangement/distribution; good color contrast/separation/segmentation; soft/layered/overlapping colors; unclear color meaning; easier to interpret/read/understand; easy to interpret/read/understand; easy to understand; less clear; more to read/analyze/understand; unclear meaning/confusing",(-); (+) (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+) (-); (+); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (+); (+) (-); (+); (+); (+); (+); (+); (+); (+) (-); (+) (-); (+) (-),map; legend; range; contrast; color; lot; region; word; key; coding; nonlinearity; geo; cluttered; different; clear; glance; continent; country; familiar; detailed; easily; remember; understandable; detail; understand; quickly; easy; africa; recognize; idea; represent; text; lotd; category; describe; datum; spatial; organization; variation; shade; shape; use,the legend (quantity_reference); a glance (quantity_reference); no idea (quantity_reference); a lot (quantity_reference); map (chart_type); legend (chart_component); range (data_element); range (quantity_reference); contrast (perceptual_element); color (perceptual_element); lot (quantity_reference); region (domain_object); word (annotation); key (chart_component); key (quantity_reference); country (domain_object); detail (cognitive_element); idea (cognitive_element); text (annotation); datum (data_element); shade (perceptual_element); shape (mark); shape (perceptual_element); use (quantity_reference),no idea (information_quality); a lot (quantity_descriptor); lot (quantity_descriptor); key (information_quality); cluttered (complexity); cluttered (aesthetics); different (structure); clear (readability); familiar (familiarity); detailed (aesthetics); detailed (information_quality); easily (readability); understandable (readability); quickly (readability); quickly (temporal); easy (readability),legend (evaluative); contrast (structural); understand (cognitive); recognize (perceptual); represent (semantic); describe (semantic); shape (evaluative),"coding (rare, 2 images); nonlinearity (unclustered); geo (rare, 1 image); glance (in vocab, excluded); continent (unclustered); remember (unclustered); africa (unclustered); lotd (unclustered); category (rare, 1 image); spatial (rare, 1 image); organization (unclustered); variation (unclustered)",map; legend; range; contrast; color; lot; region; word; key; code; geo; clutter; differ; clear; glance; continent; country; familiar; detail; easily; remember; understand; quick; easy; africa; recognize; idea; represent; text; lotd; category; describe; datum; spatial; organic; variation; shade; shape; use,map; legend; range; contrast; color; lot; region; word; key; coding; nonlinearity; geo; glance; continent; country; detail; africa; idea; text; lotd; category; datum; organization; variation; use,remember; understand; recognize; represent; describe; shade; shape,NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; PROPN; ADJ; ADJ; ADJ; NOUN; NOUN; NOUN; ADJ; ADJ; ADV; VERB; ADJ; ADV; ADJ; PROPN; VERB; NOUN; VERB; NOUN; NOUN; NOUN; VERB; NOUN; ADJ; NOUN; NOUN; VERB; VERB; NOUN,visualization (whole); region (structure); legend (furniture); color (property); label (text),Visual Clutter & Overlap; Information Volume; Element Quantity; Domain Familiarity; Graphical Forms & Primitives; Dimensionality & Structure; Text Volume & Content; Annotations & Labels; Color Palette & Contrast; Interpretive Difficulty; Processing Time & Effort; Semantic Clarity,,,geo_map_format (visualization); africa_map_recognized (visualization); familiar_spatial_form (visualization); spatial_organization_complex (visualization); more_cluttered_layout (visualization); less_clear_at_glance (visualization); lots_of_regions (region); country_shapes_familiar (region); continent_with_countries (region); many_legend_categories (legend); legend_present (legend); color_coding_present (color); nonlinear_color_scale (color); colors_unclear_meaning (color); lots_of_words (label); amount_of_descriptive_text (label); variation_in_color_shades (color); range_and_contrast_of_colors (color); many_colors_used (color); different_colors_distinguishable (color),legend --encodes_via--> color; color --applied_to--> region; color --differentiates--> region
